,text,labels
2335,It will if I do it in a round about way I ahve to copy the public contacts into my personal contacts first  no big deal,1
2336,trying to figure it out,1
2337, bob Ill update you I had to leave him at the vet for tests and xrays,1
2338,Went to see hannah montana movie on saturday  loved it  still cant work twitter out though,1
2339,well paisley has one of those cone things around her headSO funny but I feel bad for her,1
2340, been there done that It always ended up with me selling the machine and going back to my mac,1
2341,is sitting thru the boring bits in Titanic waiting for the good bit to start in couple of hours,1
2342,httptwitpiccomjken  fire and urban at rock challenge,1
2343, well now i do,1
2344,  E CRAZZYYYY  But just this summer   cuz Ci are very close to RD s,1
2345,Morning tweepleway to early again,1
2346,  i cant,1
2347,strongly agrees with Jason about Wolverine but not about Hugh Jackman  Sorry No kids for this Mouse,1
2348, you okay bby,1
2349,pulled up  walmart aunt got out went in I fell asleep  hours later were r you  lol,1
2350,Searching my home for a few things to cook them for dinner this evening Its mothers day so guess who im eating with,1
2351,Woke up at  then fell back to sleep Woke up at  and back to sleep again Woke up at  and Im staying awake MORNING,1
2352, Just been in that kind of mood not reason at all Lol but Ill try not to be too mushy around you  I can behave,1
2353,and dont tell burnsy  but no comparison between the rocky mountains and mountains in enlgland,1
2354, I could get away with it dare me Ill go buy it tomorrow,1
2355,Ok back to packing Have been sitting in car charging phone as charger was left  home as well,1
2356,Baby baby its gonna be all right when Im by your side and the whole world turns against you I  it when my Ipod randoms BSB songs,1
2357, you are kickable,1
2358,richie I also saw u on American Idol great performance I see u will be at Windsor in June  Commodores wont be there,1
2359,Just finished watching Marley and Me,1
2360, Everyone seems to love it but it felt kinda lazy and repetative to me  I was really disappointed,1
2361,Roll on Thursday,1
2362,Dadgum I think this nations shipping needs have shut down completely still no freight for carriers out there,1
2363,cavs got lucky night  lol but lebron took over and killed em another triple double,1
2364,  as long as you have someone to make out with    lol,1
2365, You arent following me so i cant send you a DM,1
2366, I picked up a taco over lunch you got a guitar,1
2367,Up is all sold out,1
2368,gd whoaa kinda hard O that one that you think will be interesting enough to tell,1
2369,Listening  music  home all alone lol  who wants  come over  hang with me LOL,1
2370, or so a month I put my  weeks notice in a little over a week ago my last day is this friday,1
2371,oh yea mspacers my boy just hooked up my page  it looks kewl at least i think so and it only took him  minutes wwwmyspacecommissmickey,1
2372, yes please  and if youre gone i might actually get some work done lol,1
2373,  youtube  ,1
2374,calling mum too ask if she can by icecream,1
2375, having a very lazy day playing xbox and drinking tea,1
2376,My mom just texted me and told me that Rodney was chasing fireflies in their backyard Awwwww Im miss him    httptwitpiccompn,1
2377,My legs are killing me now  but i know its a good pain all in all,1
2378,ready to go home,1
2379,need to push diet to last level Not too good last week lost  lb  Better than a gain,1
2380,My back is killing me  It wont keep me from dropping it lowhope I got someone to pick it back up tho LOL,1
2381,I am at my grandparents place,1
2382,hi from chile Its  deg C  winters comingcant wait for cali sun,1
2383, I was born there,1
2384,so glad it is friday  two classes then lazy afternoon too bad it isnt nice and warm out today,1
2385,Aid Goodnight,1
2386, haha i will remember that  ,1
2387, will do  hee after exams ill give u plenty of shows HAHA hopeless me,1
2388, Awww it does remind me of getting ready for the ball,1
2389,bishop  sez need to get u to look at my flights again  will email ur work tonite,1
2390,starr Yep the Hawkesbury Classic starts at Windsor home of said DJ,1
2391,at the redi med getting checked for strep throat,1
2392,Im either always on the train or at work,1
2393, hes not logging in yet  and i doubt if he will check his his replies here in twitter but we must keep on trying,1
2394,Very content with my life at the moment,1
2395, thanks i feel a lot better now but it hurt like hell  good luck with the lousy student writing,1
2396, esther rhymes with investor tester jester pester polyester semester sylvester requester just to name a few,1
2397,Last night in Australia,1
2398,i was an extra got ready for work for nothing studying all night,1
2399,its Mothers Day today,1
2400,iamjes YAY congrats im afraid to check my grades,1
2401,Same Difference Today  going to go and have a shower then get ready,1
2402, bash    ,1
2403, i guess your cooler than me tony hawk never replied to me,1
2404,Wishing I could kidnap  from work,1
2405,I ran out of Eclipse mints,1
2406, tweeten maar,1
2407, need some more enthu movie guys for that Right now its just you  and Anshul,1
2408,No have to go on cruches next  weeks,1
2409, im back on twitter,1
2410,looked up weather for greece this weekend and sunny OMGZ,1
2411, YoYo door nazis refused me entry on account of no ID  gutted Heard it was a good night tho Next time Ill come prepared,1
2412, ah well Ill see if I can find u later in the week  I am tempted to look at Leicas this week LOL We could go check it out,1
2413, babe u aint been reading my tweets my phone has fallen apart My new on comes nxt wk The track ball keeps fallin out my phone,1
2414,  hhahaa    its well strange just woke up to an empty house ahah  lolllllyyyyyyyy love that dog,1
2415,s make me tea pleaseeeeeeeeeee,1
2416, classes n bout to make sum breakfast,1
2417,Sports car  curb  flat tire,1
2418,Omnomnom    JUST came online to  unread emails as well as my backlog from yesterday  httptinyurlcomlxjdjc,1
2419, Yeah It totally sucks  I hate not being able to breathe Thanks for the ff,1
2420, no i do better with people i dont know   youre going to chiodos tonight right just kill something for me,1
2421, While im stuck INSIDE in Elk Grove Village working all day   Someone should enjoy it,1
2422, Call me when you have time and a good phone  I wanna catch up with you I love you and miss you,1
2423, even if I was drunk Id think about using a faketemporary mail address,1
2424,Just touched down in Changi  hrs to kill before heading to Penang  Must fly singapore air more often,1
2425,wow i have no friends on twitter,1
2426, my friend sent u call bck messages i dunno if you could reply but she has no credit thts all,1
2427,Drink  And at pm when leaving the shops I had a Medium Light Coffee Frappuccino Nom nom nom,1
2428,uploading pictures on myspace,1
2429, but it was kinda funny sorry ur still my favorite tho,1
2430, LoL Clever Im Extremely Jealous Of The Amount Of Followers You Have  I Only Have ,1
2431,  I think your friend is thinking of Jonathan not Danny,1
2432,just got back from donating blood,1
2433, another purse Need to see photos,1
2434,   Im not leaving yet,1
2435, What  Nooooooooo      There goes my weekend,1
2436,Listening to dashboard confessional  counting down the days until the  concert on May th with ,1
2437,I knew there was a reason I hated cars  Too slow  Too big  I get car sick  Motorbikes are much much much more fun,1
2438,well its not done yet   more thing left huaaahhhhh  jupaa resaaaa awas kaliaaannn ,1
2439, hahahah yeah youre right Plus Im Twitteraddict so Youll find me here all well almost day most likely,1
2440, omg evie we have to do our plan for hot  tomorrow night,1
2441, I am jealousUr koi fish are getting ur attention  Im notlmao   Im kidding,1
2442,is wondering what I did to get on the do not respond list,1
2443,Jaydiohead No Karma  httptwtfm musicmonday This is not the android I was looking for But itll do,1
2444, I am ok I think I will just take the attitude that Mothers Day is an invented Hallmark holiday from now on,1
2445,httptwitpiccomwgoi  At bus boys and poets ordering medici and white chocolate banana bread pudding ,1
2446,Now lets do funkey stuff talking with magento through xmlrpc with codeignite and output with amf Zend to flash,1
2447, thatd be likely bein that i lived on campus hai just moved back to the cov,1
2448,tah oh no  hugs,1
2449,Time fliesand i never got it all right Why oh why,1
2450, you have no interview today,1
2451,Date movie with Nate Most likely Wolverine,1
2452,She is beautiful  But dont feel badly Some neaby grans see grandkids about the same amt   Cant go to them  out of luck,1
2453,he wasnt there today   my free day from when the bell rang and wen it rang at the end was okayybut after,1
2454, aaaaaaaahhhhhhhh I hate the Internet  When will people learn native widgets are always best,1
2455, he didnt know there was going to be a test,1
2456, i need to get tickets though  idk how that is gonna happen,1
2457,Safari  beta OS X is in a crash loop on startup Back to non cookie saving Firefox,1
2458,wants TFA back  httpplurkcompxrgl,1
2459,still on the train goin  the southside,1
2460,Coffee time  be back later kisses,1
2461,I wish I could play guitar my guitar I got a few christmass ago is collecting dust I need to learn haha,1
2462,but im talking to the boy first,1
2463,ENVY how come you dont think you did good,1
2464,Im saying my goodbye to my car for the next  weeks  Im gonna miss it  Its going to come back beautiful though,1
2465,Out with Audrey,1
2466, Me neither But its no longer about what we want Its about fairness And fairness is whatever government says it is,1
2467, I should post some photos of my robots  ok  offline for  hours now ttfn oh so IM,1
2468,in math class waiting for lunchhhhhhhh seniors are done in fifteen minutes,1
2469,who not here be glad ur sso luckyyyyyyy i hate u r home n r not enduring dis,1
2470,Went and saw Fighting last night with the best friend It wasnt all that great but Channing Tatum is amazing,1
2471,My throat is on fire,1
2472, Since part of your job is predicting what will happen on the golf course what are you going to shoot,1
2473, what kind of food Celli Im following you now,1
2474,I just want this whole day to hurry up,1
2475, Oh yesi think almost every Tuesday in June Which dresss I just bought one then felt guilty and took it back,1
2476, Aye May the th be with you,1
2477,the suns starting to go in  im getting coldddd,1
2478,On my way to dazzle bar,1
2479, lol I thought we was suppose to guess I tried thololol,1
2480,Going to jog down to uni Quite a way from my family home but exercise and all that,1
2481, yes not for putting inside anything else,1
2482, haha I tried covering it with make up It doesnt work  lol so wearing a scarf is the way to go,1
2483,what am i gonna do when my iphone is full,1
2484,is tired but happy the orphanage was wow and babysitting was really fun,1
2485, couple days Sheeeeit Wish I were there Have something at Cafe Claude for me,1
2486, does it work on the iPhone as my MacBook is flat,1
2487, You know we do,1
2488,wants this summer to actually have some sun in it,1
2489,httpnaturalismofileswordpresscomelliottjpg my hero,1
2490,I dont think Ive ever been up this early on a Sunday in a while Meanwhile the bigweekend awaits,1
2491,i feel like taking a day off but cannot afford it  looking forward to the dfb cup final tmrw night though go werder,1
2492,Marguerite Yup thats Dianne and Claudia  Dianne is new to Tweetville Claudia has been on a while but not active here,1
2493, Were have you been,1
2494,Yeah Yeah Yeahs  Softshock,1
2495,Well watch  wait  tomorrow I can take anyone who needs to the dr wo having to take everyone elseNs cheeks  ears red as my hair,1
2496, yeaaa i just got the link off his lj,1
2497,Somebody get me out of work tomorrow,1
2498, American Pie FOREVER Im watching it right now Theyre running naked around on the Streets Would you do that I would   NOT ,1
2499, crud is all I can say,1
2500,going to work till then maybe ride the horses and take my sister to softball pratice,1
2501,Is ahhh ching chong wing wong ping pong ding dong,1
2502,zwitschert Theres supposed to be a  at the end of my last tweet but I guess twitter ate it,1
2503,listening to a new Stolen Sheep record,1
2504,Home from work A few hours of sleep then putting some miles on the new bike,1
2505,says livejournal is being a beeeyeteeseehedge Dum dee dum ok back to work,1
2506,httptwitpiccomwej  Speed lessons on the main screens on center court I had to take this pic,1
2507,just got in from michaels and had some shreddies  im well tired it was fun though ryan wright stoned  LOL,1
2508, Hey Charicee How are u Are you going to come to Italy again please tell me yes,1
2509, mean,1
2510,finished proofing the wedding from March  now just waiting for export and upload before I can share  Still have  more sessions to do,1
2511, lol yea im thinkin bday bash  but everybodys lame wants to sit in the house instead of qo wit me  lol,1
2512,waiting for the battery to charge for my new DSLR,1
2513, My dad had to bury ours six weeks ago She became his after I left for college fourteen years ago Long time to have a kitty,1
2514,super late for work and got an earful from the PSYCHOPATH GRRRR Day please get better,1
2515,just got outta work   Frankies house,1
2516, kirk is hotter than spock,1
2517, Search for Asos coupons in Google  Plenty to choose from,1
2518,I want you in my mouth and my  btch mm jeffree rawks,1
2519,  Does the st show count That would be the midnight show Thurs nightFri morning,1
2520,Omg I cant believe jay leno is going off the air,1
2521,Is in starbucks,1
2522, Oceans ,1
2523,Waking up early to go to the gym,1
2524,Out with Bre Jimmy and Jon P,1
2525,So anyone looking for a vinylclad playset with a  year mfr warranty  slides  swing slots rock climbing wall more Amish built,1
2526,bout to go to work,1
2527,In Kelantan Good to be sort of home pIm guilt stricken after having that turtle egg  Really Wont do it again Really,1
2528, Trying to watch your vids but the audio has been disabled,1
2529,weather starting to be better  So just SHINE ,1
2530, diapers  Feeding  Cooking  I dont do any of that stuff  Hahaha yeah right  Sounds like a normal day for me,1
2531, httptwitpiccombckp  that should answer part of your question,1
2532,Watching some vintage topgear,1
2533,Realizing that I dont have school today or tomorrow or for the next few months  I really need to get on those job applications,1
2534,i want some grape soda jack fowers fault also  i wish i could see you play  are your uk gigs sold out please reply,1
2535,  THANKS  My motivation is returning at about the rate Im inputting coffee  ,1
2536, ohkeep working on ityou can always make it a little smaller,1
2537,had my last class with Scott and Julie today  going to miss them they bought me a bottle of champagne as a congratulatory gift,1
2538,ife not to forget cinnamon,1
2539, I can understand pains been part of my life for a long time now  I hope you feel a bit better soon,1
2540,might be at cornerstone this year,1
2541,I was feeling guilty about buying a luxurious pair of shoes yesterday until my house mate just saw them and got over excited,1
2542, its like the library equivalent of its  oclock somewhere someone else in on the ref desk somewhere,1
2543, no need to thank  we all just have to keep the good thought,1
2544,SBS  or SBS  Damned if you do and damned if you dont  Fun times at GCH,1
2545,is now on twitter,1
2546,pe awesomeness Phillip hasnt completely finished it but if goes up down left and right,1
2547, what have you been up to ,1
2548,Ahhhh Almost off Cant wait ButI got work again rite after this   HAT CLUB Come  gimme some Company Oh  a Cookie ,1
2549,how i wish the result IS true,1
2550,  I dont have a subject line on my phone  just normal texts,1
2551,alhamdulilah i got accepted into nafa,1
2552,Girsl night  on my way to foam party  No sleep tonight ,1
2553, Random has an a,1
2554,marie lolfrench toast sticks too,1
2555,going to the memorial for the guy in my grade that died,1
2556,They grovelled   On tomorrow morning will post a link to the show should be on just after am if anyone is about,1
2557,Missed the UPS guy again Ugh so sad  But i got some cool stuff today that im super excited about And looking forward to tonight too,1
2558,im awake while others sleep,1
2559,cowan oh cool  Im gonna crash and sleep I have been like  some hours working lol,1
2560, Me too   haha I did but have no credit,1
2561,Be my Yoko Ono and follow me wherever I may go ,1
2562,theres no point in bein on here if no one else in on,1
2563, And who says I wasnt just muttering to myself,1
2564,work all day,1
2565, and movies too,1
2566, why not united kingdom,1
2567,Reading Breaking Dawn,1
2568,B I dont know but they arent worth it only  people actually showed up lol,1
2569, ps There is such thing as having too much sushi Bleeeeah,1
2570, Is that why your blog is set to private,1
2571, Even more so bc I drove their asses to Chandler which is why I am just now getting home an hour and a half later LOL,1
2572,Watching the film Real Women Have Curves  Why are good films on in the middle of the night,1
2573,Ugh id better get up for work,1
2574,I dont think hes ganna text me,1
2575, WOW never seen him before  hes bloody awesome  I think bcoz George won last year however could be bad for him  x,1
2576, whats the next movie review going to be Youre like wossy of brum Just more controversial,1
2577,LAST DAY in St Andrews i will spend it on west sands and then packing,1
2578, oh yeah,1
2579, No star replies to me,1
2580,oh yeah the grill is outits bbq tonight at the house,1
2581, we had bbq chicken pizza last night although it wasnt deep dish   glad to hear you had fun in pr,1
2582,My mind is playing tricks or meor could it be Either way this ish is on my mind heavy and in sleepy,1
2583, no its the same,1
2584, Hey Mr Luketic I dont have your number to send by phone  You can email me at heathfoxcom if that would be ok,1
2585,watching crimson tide and eating apple sauce,1
2586, voc que sumiu forever do msn,1
2587,guess Ill start getting some of my camping and fishing stuff together for Wed  Thurs trip to Braunig Lake,1
2588,WORS bike race at camp this weekenda total of  people Going anywhere Sunday is not an option as they race right past the house  fb,1
2589,I dont have enough close contacts on twitter to do follow friday  followfriday,1
2590,I only have ,1
2591,working my way through this casualties discography  have to pull weeds later  ,1
2592, praying to be humble is always dangerous He will answer you  God gives grace ,1
2593,man Ulduar is hard,1
2594,this is for   httptinyurlcomdfgxr,1
2595,Off to the shelters around me to look for her  I hope she is okay so afraid that she is going to get hit by a car Cant stop crying,1
2596,  you can have  ice cream Ill have  kiss,1
2597,BWAHAHAHAHA Shut the  up  is TOTES following me right now Who made the account Made me giggle like a school girl,1
2598, Byebye,1
2599, what You wont be two blocks away any more,1
2600,I wanna go to the Borgata tonight if Rich is playing,1
2601,FINALLY have a working subbed copy of PikaNichi   Heeeee,1
2602,is at the beach watching Xmen Origins and drinking orange juice with no pulp,1
2603, Pigs catching Swine Flu and Avian Flu risking the development of Flying Pig Flu Awesomely funny,1
2604, pmsl  We had  everywhere too But NO More Love it My wool stash today though,1
2605, Oh no Hope you find your voice soon,1
2606, I dont feel like having to reboot  If only OSX supported Hibernate  Reboot in Bootcamp ,1
2607, the justice left when DJ Talent was voted off N,1
2608,working until,1
2609,put ad on craigslistQuebec  tan salad plates with bird drawings  can only do  area  time I still need  more Got  at my Tuesday AM,1
2610,I designed a new shirttttt,1
2611, Part of an AR Actually the only part of one that qualifies as a gun You have to be  to buy them without parts on them,1
2612,What up ab circle Anddd Its still in the box  f work,1
2613, I hope he does it soon and i know i hate fakes,1
2614, Just ripping here  That ad buy I was going to speak wyou about looks to be on hold for a bit Company changed hands ,1
2615, Where you at   No tweeting today No gardening either I bet,1
2616,Lia  Are the drugs working,1
2617, Do you have any idea when the not so patient fans will see some teaser pics of you all in costume,1
2618, Out to dinner for the fam and Grandma for Mothers Day,1
2619,niggas got they eyes on me and i aint talkin bout da BM when i say i got  on me,1
2620,carter  Ey boy I cant see the video because youtube says me The vid is private Why  I want to see it Besos grandes guapo,1
2621,How is everyone on this fine Monday   what is everyones opinion of the new Wolverine movie,1
2622,Link per my daughter  usmobilereuterscommobilemAnyArticleprdtURLhttpwwwreuterscomarticlebigMoneyidUS,1
2623, Just left you a message Hope you get it,1
2624,just finishing studying for LSATs and watching VH Soul,1
2625,  Make sure ur plantin next to the water in the soil,1
2626,Bouta donate blood Ahhhhh,1
2627,Methinks its time to read A Dolls House  Streetcar and get some quotes and then PHYSICS,1
2628,  how very rude fof them you poor girl i hope you recovered from that  awful site,1
2629,Nooo Im not in love  Im just developing a crush A small one Heehee  My second one Shadduppp,1
2630,Today more sore than surgery day Glad I took extra sick day  Full recovery expected after  weeks  Calling lawn service firms today,1
2631,   I sent my donation to Eric and wanted to put the banner on but my avatar disappeared when I tried ,1
2632, You cant  My Grandma will probably be on the phone So get on AIM,1
2633,Just got home from the bank the teller was definitely hitting on me Not interested,1
2634, I have to spend lots of  our money on a new boilergreat Not so lucky hey,1
2635,remember dont let your small list cover your big listits too little to even worry about it,1
2636, i mean we mite do sumthn what u doin hope i get  c u b u head bak,1
2637, Hi Rob,1
2638,J Were in the same boat,1
2639,going to EK nao will meet bloggers there instead of Makati  httpplurkcompstnt,1
2640,Im pretty sure Isis has a tapeworm  So shes allowed to snuggle with me all she wants tonight,1
2641, smH daTs whacK,1
2642, how old is jonathan jr Ive got four cockatiels theyre two years now,1
2643,Right all strapped in and ready to go   httptwitpiccomjloj,1
2644, Its tomorrow,1
2645,So much for having a fun day off at the Brewer game at home sick,1
2646,Hence the smiley face  ha ha ha ha Lol yeah im hong to be tired as  tomorrow But guess what i do not care,1
2647,  twilightguycom kalebnationcom youtubecomkalebnation PUT HIM ON THE SHOW Sry for spamming but we love him,1
2648, aww,1
2649, Um yeah  role model for your peers you may not be   But I know you will be for your little one so chin up,1
2650, It wasnt loading,1
2651, I find mondays are the busiest days I come into work and there are  things to do cause the boss works weekends,1
2652, am i too late for a cuppa,1
2653, i know,1
2654, with your bicycle,1
2655, I wont b hereeeeee Imma b in georgia  and then Im off to LA Grrrrrr,1
2656,loves florida but misses her american friends,1
2657, they shall win,1
2658, Because youre not exactly in those parts of Northern Emirates  It was  Richter I think,1
2659, So vacation is good so far,1
2660,IM FEELIN RITE THE MOOD FLOR TWITTER AFTER DARK,1
2661,washed eye out but got water up my sleeve,1
2662,dis  usb charger is good for nothin gotta find that verizon store my fone been dead since last nite,1
2663, An elephant LOL Try painting it from the back,1
2664, yeah i know  been dealin with it for over  yrs now,1
2665,Going to learn the hoedown throwdown today,1
2666,watching slice of life laughing at the songgg and then going to sleep,1
2667,gah didnt realize my meeting was from ,1
2668,needs a job,1
2669, cuz ima always late haha dammit she got me good,1
2670,Inshalla Devo I wont be at the Astor tonight,1
2671, nope not going be able to finish it tonight got a few other things to do before bed,1
2672, nope sliverlight is client a side tech,1
2673,Anybody else think that win is pretty much Vista SP,1
2674, being updated to have multiple skins for different GT members Nightmare k of CSS to hack  No time to redo woe is me,1
2675,Is warm soy milk and amazake with cocoa powder and agave,1
2676,follow me aswel  if u have twitter follow me lool  wwwtwittercomdjarka  koool,1
2677,Just got back from Apple Store in Robina Managed to get a replacement iPhone because it couldnt access the web properly So shiny,1
2678, aww poor Caity  L add people n they will add you,1
2679, ummm not with me,1
2680,listening to faith spirituality and the internet,1
2681,about to run the hinckley half marathon  Fingers crossed for a hm time,1
2682,dads posting got postponed ONE HOUR before he was meant to leave either going to afganistan or NOWHERE im sorta happy  but hes gutted,1
2683,Dont really feel like I got a tan  I gave up and am working out instead Skin cancer is overrated  CJ,1
2684,planning how to move back homethe regression process is in motion,1
2685, that David  nice to know he feels so comfortable twitting or tweeting us   I have a feeling he misses home,1
2686, yesh and that potato guy is online but hes not live,1
2687,goin to bed wsmokey,1
2688, good job I have the track in my head cos sadly cant access it boo,1
2689,Want To play Sacred  Reality Spend all day at the hosp,1
2690,Traffic jams are rubbish Anyone know whats going on on the A between Cowbridge and Cardiff Were stuck both directions,1
2691,sitting in bed where I will be for the weekend,1
2692,Still bored but not long now till the next tour date,1
2693,going to work,1
2694, shopping  Latte with my sis  Friday Meets at the FAU  Fire Steet Party   slowmotion in the park  partying my bday,1
2695,Been so busy for the entire week Be able to take a breath next Tuesday,1
2696, yea he said brookes gonna come over to record today  ,1
2697, Home Friday makes me  too,1
2698, Yeah I think youre hyper enough girly,1
2699,c reheadaches my wife is in the same situation and has finally decided to go with meds because its just too much,1
2700,  How about we play tomorrow,1
2701, yes unfuzzy i prefer the fuzzy me and clear caleb  wanna turn back the clock,1
2702, no health insurance is not an option,1
2703, yay now ill shall take your picture and get a tattoo on my arm,1
2704,I Got it,1
2705, Filipino Profis her name GORAYEB by any chance,1
2706,Bank holiday rock seems so fitting   httpblipfmjg,1
2707, Familyfriend Its good for the industry i plan on going intoFar FAR away from Ohio  I hate it here,1
2708,yey finally home,1
2709, maybe cause you look so innocent,1
2710, I will  but you will never know its me,1
2711,  Maybe next time Cant be away this weekend as much as Id like to jump in the car and go pout,1
2712, i dont really knowi saw it on the gadget show about something thatmakes messages easier to find or something thank you,1
2713,LAKERS TOMORROW  KB and DF ftw,1
2714,aw nick got his heart broken  poor baby i love you,1
2715, ill wear mine too,1
2716, I wanna watch that movie again Maybe that dvd will work in my laptop since Dawsons Creek doesnt,1
2717, ahh retweet everything i say,1
2718,Why am I limited to only being able to sync with  MS Exchange account on iPhone   same goes for Outlook Why httpbitlyetBH,1
2719, SAN DIEGO MOVE DOWN HERE although whether right now is pretty cold im waiting for the suck so i can go surf  I LOVE YOU,1
2720, You MUST watch Greys It was their th episode Let me know once you do I dont want to give out any more details,1
2721, im in AD for another week visa work,1
2722, Sciifi effects definitely look silly no doubt but its worth a watch inspite of that,1
2723,actually i like almost everything about my job right now except the part where its not permanent,1
2724, ets genitals are in his magic glowing finger,1
2725,Wanna go out,1
2726,Apparently TV could not be fixed  On the plus side we are being refunded the cost of it and can buy a new one,1
2727,is taking the dog to the vet then a play date with Annabelle,1
2728,Listening to the new Green Day album  Fingers crossed,1
2729,needs to escape from this town getting ready seeyuhhh,1
2730, Mmmm I had honey mustard chicken w rice  veges,1
2731,The sun is wonderful but makes me feel incredibly fat The less clothes and more exposure thing  today I diet Again,1
2732,watching spongebob,1
2733, Absolutely Lookin forward to it,1
2734,to cold for the beach  sucky,1
2735,Picture Day for  YO preschooler Light blue striped utton down and kahkis  Wonder what color they will be when I pick him up in  hours,1
2736, i ask myself that all the time,1
2737, Welcome to Twitter Its about time,1
2738, My club card and picture and I just cured world hunger And made of gold This thing is awesome Too bad you dont have yours,1
2739,This Twittername is hosted by TwitterFridge Email us if you want us to open the Fridge  Check wwwtwitterfridgecom,1
2740,I really really want a golden retriever Too bad I wont be living in a home where she could run around for about  years,1
2741, feel better   cs been teething all week  its been rough,1
2742,Its rained ever day in Miami since Ive been here,1
2743,Chocolate milk and subway MMM,1
2744, IM SOWWIE I WAS A LIL LATE  LOL it looked good though ,1
2745,one more final,1
2746, july th flight gets in my mate here is on about goin hm early so am all,1
2747, YAY Thanks for the followfriday FAILFriday is still winning though,1
2748,I was waitin so many new and good songs about the end but I didnt like it so much,1
2749, is it O im gonna get that,1
2750, httptinyurlcomozr  from Ate Kaila Ocampo  of therainbowholicmeeeriesilencenet,1
2751, yeah that too,1
2752,hasnt had time to go on twitter since working full time,1
2753, No problem Unfortunately I think it was just something I had to sort out on my own,1
2754,Paid bills We get water and electricity for another month  Woot,1
2755,pm tonight International Space Station will by over head through most of Texas at least,1
2756,httptwitpiccoms  What I woke up to this morningI didnt want to leave bed,1
2757,Done Goin home to eat dindin and contemplate what the night holds for me,1
2758, days until I start moving,1
2759,I forgot I set my iTunes to display by play count last night I didnt understand why Taylor Swift was in front of Belinda Haha,1
2760,Brody What is BF  Is it a glue ,1
2761,Im on my way to see  Again  Ive wanted to see it for a looong time,1
2762,well im gonna go now  goodbye all,1
2763, where are you going paris,1
2764, thats SO YOU,1
2765,I also have to make space on my computer for the game I dont meet the minimum requirements for Sims  at the moment,1
2766, Ill keep that in mind if I decide to add an LA leg  to my westt coast stint in June,1
2767, the San Antonio Missions game waitressing Not a huge crowd  Meaning a slow game,1
2768,Found some great places but I might have to play it safer and wait  years till my car is paid off,1
2769, we want ot protect Moleskine notebooks worldwide That is all,1
2770,made a little cover for my iphone  the birds arent upside down on the back  httptwitpiccomtp  httptwitpiccomto,1
2771,please check out wwwmysweetebonycom and lmk what you think   my first paysite  post up your site too,1
2772,Done a bump out and now back in bed seemingly unable to muster the energy to get up again  Sundays are great,1
2773,x Ive got my essay plan written out now  Looking for a couple of references then Ill get writing,1
2774,SNL w Justin Timberlake,1
2775,just paid mo for a dedicated server  Would rather get a slice  but I using MS SQL,1
2776,AdaFranco I am working again  Woo hoo  Alas I was unable to obtain an Elita for your daughter  Its ,1
2777,Cleaning time soon,1
2778,low low low low low low low low low,1
2779,Monk Neither are ELP,1
2780, Heeeey dear Finally found,1
2781,i have to study O talk to you later  ,1
2782, i knew a horse called dollar too,1
2783, she still got it going on,1
2784,Starbucks with mother,1
2785,Im had to leave early to go to piccolo practice,1
2786,Did you know call of duty has a scenario game called Nazi zombies its awesome and scary at the same time,1
2787,Writing my first tweet,1
2788, Just wondering if you are going to put One Too Many on itunes  I hope you do it is the only cd of yours I dont have,1
2789,Just discovered a painful sunburn on my right sholder  hopefully it just turns into a tan,1
2790,deff workin this weekened,1
2791,ok thats it sleep time,1
2792,About to Lock In on getting better  staying ,1
2793, Oh I totally want to see Star Trek  But Kristine had already seen it with her hubby,1
2794, I think  has found it httpbitlypj  but I cant play it,1
2795,finally shifted from Twhirl to TweetDeck so I can filter through my close friends updates  happy monday peeps,1
2796,i got no followers i only have like   someone follow Me please,1
2797,  ii No  GRR   oooh Aiden Lol   x,1
2798,Woohoo Procrastinating doing any work by going out to lunch Have to wait for my sister now though  dang it,1
2799,lick sounds like you need a week of digital detox,1
2800, been there  need somewhere NEW,1
2801, Ill be back home on Monday,1
2802, no prob you have a sexy site there,1
2803,Hate being skint  Anybody want to give me another job haha,1
2804,Johnny actually invited me to the movies but i have too many things to do before the concert,1
2805,httptwitpiccomwtom  This day is soo stressful Geee Lunch was a blast tho How are you guys,1
2806, What up Lisa sorta quiet Im USA so gonna crash soon,1
2807,JayR oh i know how budgeting is,1
2808, I would if I wasnt working today,1
2809,Ive Got An Urge To Make Music Like Massively Im Going To The Studio,1
2810,I wish I could buy blink  presale tickets but I totally dont have the money right now Guess I have to wait for general admission,1
2811,Art History Quiz  I didnt study,1
2812, is that its welsh name,1
2813, its just one day do a week of hrs to compensate,1
2814, husband is golfing  the Toddler and I shall frolic Am I the consummate mama in that Im so happy with my day,1
2815, httpbitlyfm  You are not alone in your disbelief but I am quite happy with evolution It beats the alternatives posited,1
2816, haha you have a better life than most we should go get drinks again soon jury duty has been boring,1
2817,Moment over fly now in car,1
2818,GoodMorning My Fathers going balistic and Id say more but Id rather not get beat so Have a Good Day and please text me,1
2819,I know I have lots of emails to answer I will be home tomorrow,1
2820, There is good cholesterol There are no good tumors,1
2821, that was such a tease  I cant wait til Sunday  but then after that nothing until November   oh well i can wait,1
2822,Loaded up box of recyle stuff for Salvation Armybut took  corner too fasteverything is all over the backMight have to recycle to dump,1
2823,Feeling like Romeo and Juliet with Bryant and Wallinwood as the Montagues and Capulets   fb,1
2824,Sucky day so far hope it gets better,1
2825,if you see Christoph please tell his lunch was packed this morning and he left it in the fridge,1
